ResearchInstitution,GrantCount,TotalFunding,index,Institute,InstituteCountry,InstituteNumber,City,Latitude,Longitude
University of Geneva - GE,7343,2623978354.7,9582,Laboratoire d'Isolement et de Transplantation Cellulaires Université de Genève,Switzerland,I9583,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9636,Librairie Droz SA,Switzerland,I9637,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9648,Cosmologie et Physique des particules Département de Physique Théorique Université de Genève,Switzerland,I9649,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9656,University of Geneva,Switzerland,I9657,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9731,Faculté Autonome de Théologie Protestante Université de Genève,Switzerland,I9732,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9784,Polyclinique Universitaire Dépt. de Chirurgie,Switzerland,I9785,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9799,Institut für Geochemie und Petrologie ETH Zürich,Switzerland,I9800,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9813,Division des Soins Intensif de Medicine HUG,Switzerland,I9814,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9815,Service de Cardiologie Fondation pour la Recherche Médicale Université de Genève,Switzerland,I9816,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9832,Institut für Banking und Finance Universität Zürich,Switzerland,I9833,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9872,Service de Radiodiagnostic et de Radiologie Interventionnelle Hôpitaux Universitaires de Genève,Switzerland,I9873,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9906,Unité d'Epileptologie Clinique Hôpital Cantonal Universitaire,Switzerland,I9907,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9977,École de pharmacie Genève-Lausanne Université de Genève,Switzerland,I9978,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9980,Faculté des lettres / Faculté des sciences Université de Genève,Switzerland,I9981,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,9987,Département de Génétique et Evolution Sciences III Université de Genève,Switzerland,I9988,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10113,Bibliothèque de la Faculté des Sciences économiques et sociales Université de Genève,Switzerland,I10114,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10139,Unité de Neuroimmunologie Service de Neurologie HUG,Switzerland,I10140,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10164,UNI: Université de Genève Faculté des scienc es Laboratoire de chimie pharmaceutique Genè ve CH,Switzerland,I10165,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10187,Service de Dermatologie Hôpital Universitaire de Genève,Switzerland,I10188,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10228,"Endocrinologie, Diabétologie et Nutrition Département de Médecine Faculté de Médecine, Université de Genève",Switzerland,I10229,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10308,Faculté de Droit Université de Genève,Switzerland,I10309,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10329,Département de linguistique Faculté des Lettres Université de Genève,Switzerland,I10330,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10430,CIGEV Université de Genève,Switzerland,I10431,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10442,Vaccinologie et Immunologie Néonatale Département de Pédiatrie Université de Genève,Switzerland,I10443,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10499,UNI: Université de Genève Dépt. de chimie mi nérale analytique et appliquée Genève CH,Switzerland,I10500,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10505,Centre Antituberculeux Hôpital Cantonal,Switzerland,I10506,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10586,Section de Médecine dentaire Physiopathologie orale et Para- dontie,Switzerland,I10587,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10594,Hôpital de l'Enfance,Switzerland,I10595,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10641,LANVIE Labo Neuroimagerie du Vieillissement Département de Psychiatrie Université de Genève,Switzerland,I10642,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10654,Transius Centre (Legal Translation Studies) FTI - Département de traduction Université de Genève,Switzerland,I10655,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10662,Institut F.-A. Forel Faculté des Sciences Université de Genève,Switzerland,I10663,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10663,Groupe de Physique Appliqué-Optique Departement Physique Université de Genève,Switzerland,I10664,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10677,Unité de Thyroïde Hôpital Cantonal Universitaire,Switzerland,I10678,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10699,Département de médecine génétique et de laboratoire (DMGL) Université de Genève,Switzerland,I10700,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10792,Service médico-pédagogique Office de la Jeunesse Département de l'instruction publique,Switzerland,I10793,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10817,Faculté des Sciences Sociales et Politiques - ISS Université de Lausanne,Switzerland,I10818,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10858,Laboratoires de Recherches Métaboliques de la Faculté de Médecine / Université de Genève,Switzerland,I10859,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10871,Académie de droit international humanitaire et de droits humains IHEID et Université de Genève,Switzerland,I10872,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10905,Economie et politique de l'énergie Institut des sciences de l'environnement Université de Genève,Switzerland,I10906,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10906,Section des HEC,Switzerland,I10907,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10959,UNI Dufour,Switzerland,I10960,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10971,Département de Psychiatrie Unité de Psychopharmacologie Clinique Hôpitaux Universitaires de Genève,Switzerland,I10972,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,10982,Parc et Musée d'Archéologie de Neuchâtel et Institut de Préhistoire et des sciences de l'Antiquité,Switzerland,I10983,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11005,Observation de Genève   Sauverny CH,Switzerland,I11006,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11007,Département de droit pénal Faculté de droit Université de Genève,Switzerland,I11008,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11038,Clinique d'Urologie Hôpital Cantonal Universitaire,Switzerland,I11039,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11059,Geneva Finance Research Institute Geneva School of Economics and Management University of Geneva,Switzerland,I11060,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11099,Service d'angiologie-hémostase,Switzerland,I11100,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11138,Faculté de Médecine Ecole d'Education Physique et de Sport Centre Médical Universitaire,Switzerland,I11139,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11153,Unité de Recherche Clinique Département de Psychiatrie,Switzerland,I11154,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11173,CRAFT FAPSE Université de Genève,Switzerland,I11174,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11176,Délégation à l'intégration Université de Genève,Switzerland,I11177,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11308,Service de Génétique Médicale Dépt. de Médecine Génétique & de Laboratoire Hôpital Belle-Idée - HUG,Switzerland,I11309,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11383,NCCR Affective Sciences Campus Biotech CISA - University of Geneva,Switzerland,I11384,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11385,Service des Spécialités Psychiatriques Département de Psychiatrie Hôpitaux Universitaires de Genève,Switzerland,I11386,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11391,UNI: Bibliothèque publique et universitaire Genève CH,Switzerland,I11392,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11412,Département de langue & littérature anglaise Faculté des lettres Université de Genève,Switzerland,I11413,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11466,Service de Chirurgie Expérimentale CHUV,Switzerland,I11467,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11479,Département de pharmacologie Centre médical universitaire,Switzerland,I11480,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11513,Service des Maladies Osseuses Dépt de Rhéabilitation et Gériatrie Université de Genève,Switzerland,I11514,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11526,Laboratoire de Biologie du Myocarde Département de Médecine Interne Hôpital Cantonal - HUG,Switzerland,I11527,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11534,Géologie et Paléontologie Département des Géosciences Université de Fribourg,Switzerland,I11535,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11539,Institute of Sport Science and DSB Department of Biomedical Science Université de Lausanne,Switzerland,I11540,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11564,Institut Romand de Recherche Numérique en Physique des Matériaux - IRRMA EPFL - SB - IRRMA-GE,Switzerland,I11565,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11576,Tecfa Université de Genève,Switzerland,I11577,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11597,Clinique de médecine interne Hôpital cantonal,Switzerland,I11598,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11599,Laboratoire d'Évaluation Préchirurgicale des Epilepsies Hôpital Universitaire Cantonal de Genève,Switzerland,I11600,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11631,Section de Biologie Faculté des Sciences Université de Genève,Switzerland,I11632,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11658,Service Neurointerventionnel Dépt. des Neurosciences Cliniques HUG,Switzerland,I11659,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11661,Institute of Management Geneva School of Economics and Management University of Geneva,Switzerland,I11662,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11685,Département de droit civil Université de Genève,Switzerland,I11686,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11738,Centre d'études en sciences naturelles de l'environnement Université de Genève,Switzerland,I11739,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11784,UNI: Université de Genève Lab. de recherches métaboliques  Genève CH,Switzerland,I11785,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11803,UNI: Hôpital Cantonal Universitaire de Genèv e Genève CH,Switzerland,I11804,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11860,Département de littérature francaise moderne  Université de Genève,Switzerland,I11861,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11885,"Institutions Universitaires de Psychiatrie, Service de la Recher- che biologique et de Psychopharmac.",Switzerland,I11886,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11912,Département de Chirurgie Clinique de Chirurgie digestive,Switzerland,I11913,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11932,Division de Pathophysiologie Département de Médecine Hôpital cantonal universitaire,Switzerland,I11933,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11937,Agora Cancer Centre Department of Pathology and Immunology Université de Genève,Switzerland,I11938,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11945,Département de droit international public et organisation internationale Université de Genève,Switzerland,I11946,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,11961,Faculté des Sciences Département d'Informatique Université de Genève,Switzerland,I11962,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,12028,Laboratoire d'Ethologie,Switzerland,I12029,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,12045,Service de Néphrologie Hôpitaux Universitaires de Genève,Switzerland,I12046,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,12194,Laboratoire de Chimie analytique pharmaceut. Section des sciences Pharmaceutique Université de Genève,Switzerland,I12195,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,12195,Service de Psychiatrie Adulte Département de Psychiatrie Hôpitaux Universitaires de Gèneve,Switzerland,I12196,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,12240,Département d'histoire du droit et des doctrines juridiques et politiques,Switzerland,I12241,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,12258,Division de Neurophysiologie Clinique Hôpital Cantonal Universitaire,Switzerland,I12259,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,12336,UNI: Université de Genève Département de Pat hologie  Genève CH,Switzerland,I12337,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,12399,Département Science Politique Université de Genève,Switzerland,I12400,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,12406,Infection Prevention and Control Programme Geneva University Hospitals,Switzerland,I12407,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,12433,Section de philosophie et d'histoire Faculté des lettres Université de Genève,Switzerland,I12434,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,12449,Service de Maladies Infectieuses HUG,Switzerland,I12450,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,12470,Université de Genève Faculté de droit Uni MAIL,Switzerland,I12471,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,12483,Clinique et Policlinique de chirurgie digestive Hôpital Cantonal Universitaire,Switzerland,I12484,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,12564,UNI: University of Geneva Dept of Theoretica l Physics  Geneva CH,Switzerland,I12565,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,12589,Institut des sciences de l'environnement Université de Genève,Switzerland,I12590,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,12662,Division de Médecine psychosomatique et psychosociale,Switzerland,I12663,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,12754,Unité de Neuroimagerie Division de Neuropsychiatrie HUG,Switzerland,I12755,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,12767,Biblisches Institut der Universität Freiburg,Switzerland,I12768,Geneva,46.2044,6.1432
University of Geneva - GE,7343,2623978354.7,12771,Centre d'histoire économique internationale Université de Genève,Switzerland,I12772,Geneva,46.2044,6.1432
